,AGE,GENDER,COO,DATE_APPREHENDED,REFERRAL_DATE,DATE_ORR_APPROVED,REFERRING OFFICE,FACILITY_APPROVED,REUNITIED_SEP_PARENTS,UAC STATUS,Date Discharged,Reason fo Separation,lat,lon,Duration
601,12,M,Guatemala,2018-05-25,5/27/2018,5/28/2018,"Phoenix, AZ  (PHO)",Crittenton Services for Children and Families,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,33.875025172927295,-117.91111291569258,55
1170,17,M,Guatemala,2018-05-25,5/25/2018,5/26/2018,Harlingen (SNA),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,25.94322,-97.42408,62
1217,17,M,Honduras,2018-05-25,5/26/2018,5/27/2018,Harlingen (SNA),BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,6/15/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,21
1218,9,M,Guatemala,2018-05-25,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,53
1169,16,M,Guatemala,2018-05-25,5/26/2018,5/27/2018,Harlingen (SNA),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,25.94322,-97.42408,58
2281,17,M,Guatemala,2018-05-25,5/26/2018,5/28/2018,El Paso  (ELP),Rite of Passage - Sycamore,Discharged Under other approp circumstances,DISCHARGED,7/6/2018,Zero Tolerance Policy,32.53846327994423,-110.71758452433525,42
2282,15,M,Guatemala,2018-05-25,5/26/2018,5/29/2018,El Paso  (ELP),Bokenkamp Children’s Shelter,Discharged Under other approp circumstances,DISCHARGED,3/2/2019,Zero Tolerance Policy,27.71790130420733,-97.34967108875165,281
2283,9,M,Guatemala,2018-05-25,5/26/2018,5/30/2018,El Paso  (ELP),Board of Child Care Shelter,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,39.346900872776,-76.76049583255488,55
2284,13,M,Guatemala,2018-05-25,5/26/2018,5/28/2018,El Paso  (ELP),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,25.94322,-97.42408,56
2285,9,M,Guatemala,2018-05-25,5/27/2018,5/30/2018,El Paso  (ELP),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,61
2286,12,F,Guatemala,2018-05-25,5/28/2018,5/29/2018,El Paso  (ELP),Southwest Key - Pleasant Hill,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,29.38871764021308,-98.49104224214504,59
2287,14,M,Guatemala,2018-05-25,5/26/2018,5/28/2018,El Paso  (ELP),Rite of Passage - Sycamore,Discharged Under other approp circumstances,DISCHARGED,9/25/2018,Zero Tolerance Policy,32.53846327994423,-110.71758452433525,123
2288,10,F,Guatemala,2018-05-25,5/27/2018,5/29/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,40.8088,-73.9307,58
2289,16,M,Guatemala,2018-05-25,5/26/2018,5/28/2018,El Paso  (ELP),Rite of Passage - Sycamore,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,32.53846327994423,-110.71758452433525,62
2290,9,F,Guatemala,2018-05-25,5/27/2018,5/30/2018,El Paso  (ELP),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,55
2291,16,M,Guatemala,2018-05-25,5/26/2018,5/31/2018,El Paso  (ELP),Southwest Key - Casa Lighthouse,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,33.48223657383026,-112.05129575847694,54
1216,7,M,Guatemala,2018-05-25,5/27/2018,5/28/2018,Harlingen (SNA),BCFS - Chavaneaux,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,29.321531760534477,-98.52796822690473,56
2349,14,M,Guatemala,2018-05-25,5/26/2018,5/27/2018,"Phoenix, AZ  (PHO)",Rite of Passage ‐ Canyon,Discharged Under other approp circumstances,DISCHARGED,9/18/2018,Zero Tolerance Policy,39.02370722608039,-119.74993309546248,116
573,16,M,Guatemala,2018-05-25,5/26/2018,5/29/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,25.94322,-97.42408,58
1983,9,M,Guatemala,2018-05-25,5/27/2018,5/30/2018,El Paso  (ELP),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,55
1982,11,F,Honduras,2018-05-25,5/27/2018,5/29/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,40.8088,-73.9307,58
1981,9,F,Honduras,2018-05-25,5/27/2018,5/30/2018,El Paso  (ELP),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,57
1980,12,M,Honduras,2018-05-25,5/27/2018,5/28/2018,El Paso  (ELP),BCFS - San Antonio Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,56
1979,5,M,Honduras,2018-05-25,5/27/2018,5/29/2018,El Paso  (ELP),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,29.784162841517396,-95.05649672675278,55
1978,10,F,Honduras,2018-05-25,5/28/2018,5/28/2018,El Paso  (ELP),BCFS - Raymondville,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,26.451811397813433,-97.79827777339452,52
1977,3,M,Honduras,2018-05-25,5/28/2018,5/30/2018,El Paso  (ELP),Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/10/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,46
1976,11,F,Brazil,2018-05-25,5/29/2018,5/30/2018,El Paso  (ELP),Heartland International Children’s Reception Center,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,41.889183,-87.632519,56
1973,13,M,El Salvador,2018-05-25,5/27/2018,5/29/2018,El Paso  (ELP),The Villages,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,39.057085480413406,-95.78697096777489,56
1972,8,M,Honduras,2018-05-25,5/27/2018,5/30/2018,El Paso  (ELP),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,58
1961,7,F,Guatemala,2018-05-25,5/26/2018,5/28/2018,El Paso  (ELP),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,53
1960,13,F,Guatemala,2018-05-25,5/25/2018,5/26/2018,El Paso  (ELP),YouthCare,Discharged Under other approp circumstances,DISCHARGED,10/20/2018,Zero Tolerance Policy,47.66829272090686,-122.2998400444896,148
1959,9,F,Honduras,2018-05-25,5/27/2018,5/30/2018,El Paso  (ELP),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,58
574,14,M,Guatemala,2018-05-25,5/26/2018,5/29/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,25.94322,-97.42408,58
1215,8,F,Guatemala,2018-05-25,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,57
1219,12,M,Guatemala,2018-05-25,5/27/2018,5/28/2018,Harlingen (SNA),BCFS - Chavaneaux,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,29.321531760534477,-98.52796822690473,59
1213,7,M,Guatemala,2018-05-25,5/27/2018,5/28/2018,Harlingen (SNA),BCFS - Chavaneaux,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,29.321531760534477,-98.52796822690473,53
1188,6,F,Honduras,2018-05-25,5/28/2018,5/29/2018,Harlingen (SNA),Southwest Key - Glendale,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,33.542104,-112.169822,59
1185,13,F,Honduras,2018-05-25,5/27/2018,5/28/2018,Harlingen (SNA),Southwest Key - Casa Quetzal,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,29.867513,-95.407907,56
1184,12,F,Honduras,2018-05-25,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,53
1183,15,F,El Salvador,2018-05-25,5/27/2018,5/27/2018,Harlingen (SNA),Southwest Key - Antigua,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,26.123897,-97.632978,59
1182,7,M,Honduras,2018-05-25,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,61
1181,9,F,Honduras,2018-05-25,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,61
1190,8,F,El Salvador,2018-05-25,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,61
1179,11,F,El Salvador,2018-05-25,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,56
1177,5,F,Honduras,2018-05-25,5/29/2018,5/29/2018,Harlingen (SNA),BCFS - Raymondville,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,26.451811397813433,-97.79827777339452,54
1176,6,M,Honduras,2018-05-25,5/27/2018,5/28/2018,Harlingen (SNA),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,29.784162841517396,-95.05649672675278,60
1360,17,M,Brazil,2018-05-25,5/27/2018,5/28/2018,El Paso  (ELP),Heartland International Children’s Reception Center,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,41.889183,-87.632519,55
1173,15,F,Guatemala,2018-05-25,5/27/2018,5/27/2018,Harlingen (SNA),Southwest Key - Antigua,Discharged Under other approp circumstances,DISCHARGED,3/30/2019,Zero Tolerance Policy,26.123897,-97.632978,309
1172,9,M,Honduras,2018-05-25,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,56
1171,6,F,Honduras,2018-05-25,5/28/2018,5/29/2018,Harlingen (SNA),Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,59
1178,15,F,El Salvador,2018-05-25,5/27/2018,5/28/2018,Harlingen (SNA),Southwest Key - Casa Quetzal,Discharged Under other approp circumstances,DISCHARGED,7/10/2018,Zero Tolerance Policy,29.867513,-95.407907,46
1214,8,F,Honduras,2018-05-25,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,61
1180,17,F,Honduras,2018-05-25,5/27/2018,5/27/2018,Harlingen (SNA),Southwest Key - Antigua,Discharged Under other approp circumstances,DISCHARGED,6/30/2018,Zero Tolerance Policy,26.123897,-97.632978,36
1205,17,M,Guatemala,2018-05-25,5/26/2018,5/27/2018,Harlingen (SNA),Southwest Key - Casa Padre,Discharged Under other approp circumstances,DISCHARGED,12/20/2018,Zero Tolerance Policy,25.94322,-97.42408,209
1212,8,M,Guatemala,2018-05-25,5/26/2018,5/27/2018,Harlingen (SNA),BCFS - Raymondville,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,26.451811397813433,-97.79827777339452,53
1211,15,M,Guatemala,2018-05-25,5/26/2018,5/27/2018,Harlingen (SNA),Southwest Key - Casa Padre,Discharged Under other approp circumstances,DISCHARGED,7/31/2018,Zero Tolerance Policy,25.94322,-97.42408,67
1503,17,M,Guatemala,2018-05-25,5/26/2018,5/28/2018,El Paso  (ELP),Southwest Key - Casa Padre,Still in Care,ADMITTED,,Zero Tolerance Policy,25.94322,-97.42408,0
1210,6,F,Guatemala,2018-05-25,5/26/2018,5/29/2018,Harlingen (SNA),KidsPeace Broadway Campus,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,40.596270487855485,-75.40668221092272,53
1209,7,M,Guatemala,2018-05-25,5/28/2018,5/29/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,40.8088,-73.9307,61
1208,5,F,Guatemala,2018-05-25,5/28/2018,5/29/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,40.8088,-73.9307,61
1504,17,M,Guatemala,2018-05-25,5/26/2018,5/28/2018,El Paso  (ELP),Southwest Key - Casa Padre,Discharged Under other approp circumstances,DISCHARGED,8/22/2018,Zero Tolerance Policy,25.94322,-97.42408,89
1505,9,M,Guatemala,2018-05-25,5/26/2018,5/27/2018,El Paso  (ELP),Crittenton Services for Children and Families,Reunited with Sep Parent,DISCHARGED,7/27/2018,Zero Tolerance Policy,33.875025172927295,-117.91111291569258,63
2280,16,M,Guatemala,2018-05-25,5/26/2018,5/29/2018,El Paso  (ELP),Bokenkamp Children’s Shelter,Discharged Under other approp circumstances,DISCHARGED,7/11/2018,Zero Tolerance Policy,27.71790130420733,-97.34967108875165,47
1204,7,F,Honduras,2018-05-25,5/27/2018,5/27/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,25.944447,-97.450052,59
1502,4,M,Guatemala,2018-05-25,5/28/2018,5/30/2018,El Paso  (ELP),Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/10/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,46
1207,12,M,Guatemala,2018-05-25,5/26/2018,5/26/2018,Harlingen (SNA),Southwest Key - Casa Padre,Discharged Under other approp circumstances,DISCHARGED,12/23/2018,Zero Tolerance Policy,25.94322,-97.42408,212
1206,16,M,Guatemala,2018-05-25,5/26/2018,5/27/2018,Harlingen (SNA),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,25.94322,-97.42408,58
625,10,F,Honduras,2018-05-26,5/27/2018,5/28/2018,"Phoenix, AZ  (PHO)",Southwest Key - Glendale,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,33.542104,-112.169822,53
2300,15,F,Honduras,2018-05-26,5/30/2018,5/30/2018,Harlingen (SNA),Southwest Key - Nueva Esperanza,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,26.022101482987534,-97.4265115439823,55
627,7,M,El Salvador,2018-05-26,5/27/2018,5/30/2018,"Phoenix, AZ  (PHO)",His House Children’s Home,Discharged Under other approp circumstances,DISCHARGED,6/29/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,34
629,9,M,Honduras,2018-05-26,5/27/2018,5/30/2018,"Phoenix, AZ  (PHO)",His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,54
1540,7,F,Honduras,2018-05-26,5/30/2018,6/1/2018,El Paso  (ELP),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,52
1539,17,M,Honduras,2018-05-26,5/28/2018,5/30/2018,El Paso  (ELP),Catholic Guardian Services - Crotrona,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,40.85313762030175,-73.88384835892722,56
1538,12,M,Guatemala,2018-05-26,5/28/2018,5/30/2018,El Paso  (ELP),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,29.784162841517396,-95.05649672675278,53
1536,7,M,Honduras,2018-05-26,6/1/2018,6/3/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/5/2018,Zero Tolerance Policy,40.8088,-73.9307,71
1535,16,F,Honduras,2018-05-26,6/1/2018,6/3/2018,El Paso  (ELP),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/6/2018,Zero Tolerance Policy,40.8088,-73.9307,72
628,15,F,Guatemala,2018-05-26,5/27/2018,5/27/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Discharged Under other approp circumstances,DISCHARGED,9/29/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,126
1537,14,M,Honduras,2018-05-26,5/28/2018,5/30/2018,El Paso  (ELP),Southwest Key - Casa Padre,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,25.94322,-97.42408,61
626,7,M,Honduras,2018-05-26,5/27/2018,5/30/2018,"Phoenix, AZ  (PHO)",His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,54
1225,13,F,Honduras,2018-05-26,5/27/2018,5/28/2018,Harlingen (SNA),Bokenkamp Children’s Shelter,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,27.71790130420733,-97.34967108875165,56
1192,12,F,Honduras,2018-05-26,5/28/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,60
1193,8,M,Honduras,2018-05-26,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,52
1987,11,M,Honduras,2018-05-26,5/27/2018,5/30/2018,El Paso  (ELP),His House Children’s Home,Discharged Under other approp circumstances,DISCHARGED,7/26/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,61
622,8,M,Brazil,2018-05-26,5/28/2018,5/29/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/12/2018,Zero Tolerance Policy,32.241632,-110.97948,47
1988,8,F,Honduras,2018-05-26,5/28/2018,5/30/2018,El Paso  (ELP),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,52
621,5,F,Honduras,2018-05-26,5/28/2018,5/29/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/14/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,49
1195,6,M,Honduras,2018-05-26,5/27/2018,5/28/2018,Harlingen (SNA),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,29.784162841517396,-95.05649672675278,52
1196,9,F,Honduras,2018-05-26,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,57
1197,7,F,El Salvador,2018-05-26,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,53
1198,5,F,El Salvador,2018-05-26,5/28/2018,5/29/2018,Harlingen (SNA),Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,51
1199,9,F,Honduras,2018-05-26,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,57
1200,5,M,Honduras,2018-05-26,5/27/2018,5/28/2018,Harlingen (SNA),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,29.784162841517396,-95.05649672675278,53
1201,15,F,Honduras,2018-05-26,5/27/2018,5/27/2018,Harlingen (SNA),Southwest Key - Antigua,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,26.123897,-97.632978,57
1202,10,M,Honduras,2018-05-26,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,57
1191,9,M,Honduras,2018-05-26,5/27/2018,5/28/2018,Harlingen (SNA),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,29.784162841517396,-95.05649672675278,52
620,10,F,Brazil,2018-05-26,5/28/2018,5/29/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/12/2018,Zero Tolerance Policy,32.241632,-110.97948,47
618,9,M,Brazil,2018-05-26,5/27/2018,5/30/2018,"Phoenix, AZ  (PHO)",BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/14/2018,Zero Tolerance Policy,29.784162841517396,-95.05649672675278,49
1203,6,F,El Salvador,2018-05-26,5/28/2018,5/29/2018,Harlingen (SNA),Southwest Key - Casa Phoenix,Reunited with Sep Parent,DISCHARGED,6/28/2018,Zero Tolerance Policy,33.43648884057369,-112.08148486867414,33
1220,15,M,Honduras,2018-05-26,5/27/2018,5/30/2018,Harlingen (SNA),Youth for Tomorrow,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,38.73978262834332,-77.54913090432463,51
1221,12,F,Honduras,2018-05-26,5/28/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,51
1222,8,M,Guatemala,2018-05-26,5/27/2018,5/28/2018,Harlingen (SNA),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,8/14/2018,Zero Tolerance Policy,29.784162841517396,-95.05649672675278,80
1223,12,F,Guatemala,2018-05-26,5/28/2018,5/29/2018,Harlingen (SNA),BCFS - San Antonio Transitional Foster Care,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,29.489023513806092,-98.5685671455097,59
1224,11,M,Honduras,2018-05-26,5/27/2018,5/30/2018,Harlingen (SNA),His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,60
820,16,M,Brazil,2018-05-26,5/26/2018,5/28/2018,Del Rio (DRO),Heartland International Children’s Reception Center,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,41.889183,-87.632519,59
1226,5,M,Honduras,2018-05-26,5/28/2018,5/29/2018,Harlingen (SNA),BCFS - Chavaneaux,Discharged Under other approp circumstances,DISCHARGED,10/29/2018,Zero Tolerance Policy,29.321531760534477,-98.52796822690473,156
2354,12,M,Guatemala,2018-05-26,5/27/2018,5/29/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/5/2018,Zero Tolerance Policy,40.8088,-73.9307,71
2353,14,M,Guatemala,2018-05-26,5/26/2018,5/27/2018,"Phoenix, AZ  (PHO)",Rite of Passage - Sycamore,Discharged Under other approp circumstances,DISCHARGED,9/25/2018,Zero Tolerance Policy,32.53846327994423,-110.71758452433525,122
616,12,M,Guatemala,2018-05-26,5/28/2018,5/29/2018,"Phoenix, AZ  (PHO)",BCFS - Harlingen,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,26.190327116846483,-97.6776081421415,55
617,9,M,Guatemala,2018-05-26,5/27/2018,5/30/2018,"Phoenix, AZ  (PHO)",His House Children’s Home,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,25.956392771561816,-80.27980225773756,55
1989,17,M,Honduras,2018-05-26,5/28/2018,5/30/2018,El Paso  (ELP),Youth for Tomorrow,Reunited with Sep Parent,DISCHARGED,7/27/2018,Zero Tolerance Policy,38.73978262834332,-77.54913090432463,62
619,16,M,Brazil,2018-05-26,5/28/2018,5/29/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,7/12/2018,Zero Tolerance Policy,32.241632,-110.97948,47
1189,6,F,Honduras,2018-05-26,5/28/2018,5/29/2018,Harlingen (SNA),Southwest Key - Glendale,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,33.542104,-112.169822,58
1194,16,M,Honduras,2018-05-26,5/27/2018,5/27/2018,Harlingen (SNA),Southwest Key - Processing Center,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,25.90576557331528,-97.50259119860246,57
1186,8,M,Guatemala,2018-05-26,5/27/2018,5/27/2018,Harlingen (SNA),BCFS - Raymondville,Discharged Under other approp circumstances,DISCHARGED,6/30/2018,Zero Tolerance Policy,26.451811397813433,-97.79827777339452,35
611,14,F,Guatemala,2018-05-26,5/26/2018,5/27/2018,"Phoenix, AZ  (PHO)",Southwest Key - Casa Kokopelli,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,33.41057000348104,-111.81485200053244,54
1187,11,F,Honduras,2018-05-26,5/28/2018,5/29/2018,Harlingen (SNA),Southwest Key - El Presidente,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy,25.944447,-97.450052,48
609,8,M,Guatemala,2018-05-26,5/27/2018,5/27/2018,"Phoenix, AZ  (PHO)",Southwest Key - Glendale,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,33.542104,-112.169822,54
608,8,M,Guatemala,2018-05-26,5/27/2018,5/29/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,40.8088,-73.9307,60
607,12,F,Guatemala,2018-05-26,5/27/2018,5/29/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,40.8088,-73.9307,60
606,5,M,Ecuador,2018-05-26,5/27/2018,5/29/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,40.8088,-73.9307,59
612,5,F,Guatemala,2018-05-26,5/28/2018,5/29/2018,"Phoenix, AZ  (PHO)",Southwest Key - Estrella del Norte,Reunited with Sep Parent,DISCHARGED,6/21/2018,Zero Tolerance Policy,32.241632,-110.97948,26
605,11,M,Ecuador,2018-05-26,5/27/2018,5/29/2018,"Phoenix, AZ  (PHO)",Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/24/2018,Zero Tolerance Policy,40.8088,-73.9307,59
1106,16,F,Honduras,2018-05-26,5/27/2018,5/28/2018,Harlingen (SNA),Southwest Key - Antigua,Reunited with Sep Parent,DISCHARGED,10/4/2018,Zero Tolerance Policy,26.123897,-97.632978,131
