,AGE,GENDER,COO,DATE_APPREHENDED,REFERRAL_DATE,DATE_ORR_APPROVED,REFERRING OFFICE,FACILITY_APPROVED,REUNITIED_SEP_PARENTS,UAC STATUS,Date Discharged,Reason fo Separation,Duration
1759,10,F,Honduras,5/30/2018,6/1/2018,6/3/2018,El Paso  (ELP),Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,49
1760,16,M,Guatemala,5/30/2018,6/2/2018,6/4/2018,El Paso  (ELP),Rite of Passage ‐ Canyon,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,57
1761,12,M,El Salvador,6/3/2018,6/6/2018,6/6/2018,Del Rio (DRO),SWK Processing Center,Reunited with Sep Parent,DISCHARGED,11/7/2018,Zero Tolerance Policy,157
1762,6,M,Honduras,6/4/2018,6/7/2018,6/8/2018,Del Rio (DRO),Southwest Key Casa Phoenix,Discharged Under other approp circumstances,DISCHARGED,7/6/2018,Zero Tolerance Policy,32
1763,17,M,Honduras,6/11/2018,6/13/2018,6/16/2018,Del Rio (DRO),Homestead,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,44
1764,12,F,Honduras,6/11/2018,6/12/2018,6/13/2018,Del Rio (DRO),Southwest Key Combes,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,42
1765,17,M,Honduras,6/5/2018,6/7/2018,6/8/2018,Del Rio (DRO),BCFS Harlingen,Discharged Under other approp circumstances,DISCHARGED,7/16/2018,Zero Tolerance Policy,41
1766,16,M,Guatemala,6/5/2018,6/7/2018,6/8/2018,San Antonio (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,51
1767,A,B,C,D,E,F,G,H,I,J,K,L,no discharge
1768,16,M,Honduras,6/7/2018,6/9/2018,6/9/2018,Del Rio (DRO),BCFS Chavaneaux,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,48
1769,14,M,Honduras,6/7/2018,6/9/2018,6/9/2018,San Antonio (SNA),BCFS San Antonio,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,41
1770,16,M,Honduras,6/8/2018,6/11/2018,6/11/2018,Del Rio (DRO),Southwest Key Conroe,Discharged Under other approp circumstances,DISCHARGED,10/11/2018,Zero Tolerance Policy,125
1771,12,F,Honduras,6/10/2018,6/12/2018,6/13/2018,Del Rio (DRO),Southwest Key Combes,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,38
1772,12,M,Honduras,6/10/2018,6/12/2018,6/14/2018,Del Rio (DRO),Abbott House Shelter,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,45
1773,12,M,Honduras,6/11/2018,6/12/2018,6/14/2018,Del Rio (DRO),Abbott House Shelter,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,44
1774,15,M,Honduras,6/11/2018,6/14/2018,6/15/2018,Del Rio (DRO),BCFS San Antonio,Discharged Under other approp circumstances,DISCHARGED,8/22/2018,Zero Tolerance Policy,72
1775,14,M,Honduras,6/11/2018,6/14/2018,6/15/2018,Del Rio (DRO),BCFS San Antonio,Discharged Under other approp circumstances,DISCHARGED,8/22/2018,Zero Tolerance Policy,72
1776,16,M,Honduras,6/11/2018,6/14/2018,6/15/2018,Del Rio (DRO),St. PJs Childrens Home,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,44
1777,11,M,Honduras,6/12/2018,6/13/2018,6/14/2018,Del Rio (DRO),BCFS San Antonio TFC,Discharged Under other approp circumstances,DISCHARGED,12/1/2018,Zero Tolerance Policy,172
1778,15,F,Honduras,6/14/2018,6/16/2018,6/18/2018,Del Rio (DRO),Homestead,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,35
1779,9,F,Honduras,6/14/2018,6/18/2018,6/20/2018,Del Rio (DRO),Cayuga Centers,Discharged Under other approp circumstances,DISCHARGED,9/1/2018,Zero Tolerance Policy,79
1780,15,M,Guatemala,6/15/2018,6/16/2018,6/18/2018,Del Rio (DRO),Homestead,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,40
1781,13,M,Honduras,6/15/2018,6/16/2018,6/18/2018,Del Rio (DRO),Homestead,Discharged Under other approp circumstances,DISCHARGED,10/8/2018,Zero Tolerance Policy,115
1782,15,F,Honduras,6/17/2018,6/20/2018,6/21/2018,Del Rio (DRO),Southwest Key El Presidente,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,39
1783,5,M,El Salvador,5/31/2018,6/6/2018,6/7/2018,Harlingen (SNA),BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,12/20/2018,Zero Tolerance Policy,203
1784,12,M,Honduras,5/31/2018,6/2/2018,6/3/2018,Harlingen (SNA),BCFS Chavaneaux,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,47
1785,13,M,Honduras,5/31/2018,6/3/2018,6/4/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/15/2018,Zero Tolerance Policy,45
1786,7,F,Honduras,5/31/2018,6/5/2018,6/7/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy,43
1787,11,M,Honduras,5/31/2018,6/5/2018,6/7/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy,43
1788,12,M,Honduras,6/1/2018,6/3/2018,6/3/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,11/16/2018,Zero Tolerance Policy,168
1789,15,M,Honduras,6/2/2018,6/3/2018,6/4/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,9/26/2018,Zero Tolerance Policy,116
1790,7,M,Guatemala,6/2/2018,6/5/2018,6/6/2018,Harlingen (SNA),Southwest Key Estrella,Discharged Under other approp circumstances,DISCHARGED,7/17/2018,Zero Tolerance Policy,45
1791,12,M,El Salvador,6/1/2018,6/3/2018,6/4/2018,Harlingen (SNA),SWK Processing Center,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,46
1792,13,M,El Salvador,6/1/2018,6/3/2018,6/4/2018,Harlingen (SNA),SWK Processing Center,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,46
1793,16,M,Honduras,6/1/2018,6/3/2018,6/4/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,52
1794,16,M,Honduras,6/2/2018,6/3/2018,6/6/2018,Harlingen (SNA),Southwest Key Casa Quetzal,Discharged Under other approp circumstances,DISCHARGED,10/17/2018,Zero Tolerance Policy,137
1795,15,M,Honduras,6/2/2018,6/3/2018,6/4/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,50
1796,14,M,Guatemala,6/1/2018,6/3/2018,6/3/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,51
1797,15,F,El Salvador,6/2/2018,6/4/2018,6/4/2018,Harlingen (SNA),Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,44
1798,10,F,Honduras,6/1/2018,6/3/2018,6/3/2018,Harlingen (SNA),Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,6/7/2018,Zero Tolerance Policy,6
1799,10,M,Honduras,6/2/2018,6/3/2018,6/4/2018,Harlingen (SNA),Southwest Key Casa Quetzal,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,53
1800,15,F,El Salvador,6/3/2018,6/4/2018,6/6/2018,Harlingen (SNA),Youthcare,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,47
1801,13,F,Honduras,6/3/2018,6/4/2018,6/6/2018,Harlingen (SNA),Youthcare,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,44
1802,5,F,Honduras,6/3/2018,6/7/2018,6/8/2018,Harlingen (SNA),Southwest Key Sol,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,47
1803,17,M,Honduras,6/3/2018,6/11/2018,6/11/2018,Harlingen (SNA),BCFS Harlingen,Discharged Under other approp circumstances,DISCHARGED,10/20/2018,Zero Tolerance Policy,139
1804,7,M,Honduras,6/4/2018,6/8/2018,6/9/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,52
1805,14,F,Honduras,6/4/2018,6/12/2018,6/12/2018,Harlingen (SNA),LSS of New York,Reunited with Sep Parent,DISCHARGED,7/30/2018,Zero Tolerance Policy,56
1806,10,M,Guatemala,6/4/2018,6/6/2018,6/7/2018,Harlingen (SNA),BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,46
1807,6,F,Honduras,6/5/2018,6/9/2018,6/11/2018,Harlingen (SNA),MercyFirst,Reunited with Sep Parent,DISCHARGED,9/21/2018,Zero Tolerance Policy,108
1808,10,F,Honduras,6/5/2018,6/9/2018,6/9/2018,Harlingen (SNA),BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,42
1809,8,F,Honduras,6/5/2018,6/9/2018,6/9/2018,Harlingen (SNA),BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,43
1810,7,M,Guatemala,6/5/2018,6/9/2018,6/9/2018,Harlingen (SNA),BCFS San Antonio TFC,Discharged Under other approp circumstances,DISCHARGED,7/21/2018,Zero Tolerance Policy,46
1811,11,F,Guatemala,6/5/2018,6/11/2018,6/11/2018,Harlingen (SNA),Heartland Guadalupe,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,44
1812,8,F,Guatemala,6/5/2018,6/9/2018,6/11/2018,Harlingen (SNA),Heartland Guadalupe,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,44
1813,8,M,Honduras,6/5/2018,6/9/2018,6/10/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,46
1814,6,M,Honduras,6/5/2018,6/9/2018,6/9/2018,Harlingen (SNA),BCFS San Antonio TFC,Reunited with Sep Parent,DISCHARGED,7/12/2018,Zero Tolerance Policy,37
1815,16,M,Honduras,6/5/2018,6/9/2018,6/11/2018,Harlingen (SNA),Youth For Tomorrow,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,41
1816,15,M,Honduras,6/5/2018,6/9/2018,6/9/2018,Harlingen (SNA),Southwest Key Mesa Shelter,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,43
1817,7,M,Honduras,6/5/2018,6/9/2018,6/10/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,47
1818,16,M,Honduras,6/2/2018,6/3/2018,6/4/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,8/1/2018,Zero Tolerance Policy,60
1819,17,F,Honduras,6/3/2018,6/6/2018,6/9/2018,Harlingen (SNA),Southwest Key Nueva Esperanza,Discharged Under other approp circumstances,DISCHARGED,7/19/2018,Zero Tolerance Policy,46
1820,11,M,Honduras,6/5/2018,6/6/2018,6/7/2018,Harlingen (SNA),BCFS Raymondville,Discharged Under other approp circumstances,DISCHARGED,6/29/2018,Zero Tolerance Policy,24
1821,6,M,Romania,6/9/2018,6/12/2018,6/13/2018,Harlingen (SNA),LSS of New York TFC,Reunited with Sep Parent,DISCHARGED,7/3/2018,Zero Tolerance Policy,24
1822,11,M,Honduras,6/9/2018,6/10/2018,6/12/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/5/2018,Zero Tolerance Policy,57
1823,5,M,Honduras,6/11/2018,6/11/2018,6/13/2018,Harlingen (SNA),Nuevo Amanecer LCS,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,39
1824,5,M,Honduras,6/11/2018,6/11/2018,6/12/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/5/2018,Zero Tolerance Policy,55
1825,11,M,Honduras,6/11/2018,6/11/2018,6/13/2018,Harlingen (SNA),Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,35
1826,A,B,C,D,E,F,G,H,I,J,K,L,no discharge
1827,11,M,El Salvador,6/5/2018,6/9/2018,6/10/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,51
1828,13,M,Honduras,6/5/2018,6/9/2018,6/11/2018,Harlingen (SNA),Youth For Tomorrow,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,45
1829,12,F,Guatemala,6/5/2018,6/9/2018,6/9/2018,Harlingen (SNA),Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,47
1830,10,F,Guatemala,6/6/2018,6/9/2018,6/10/2018,Harlingen (SNA),Southwest Key Casa Montezuma,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,40
1831,13,M,Guatemala,6/6/2018,6/9/2018,6/10/2018,Harlingen (SNA),Southwest Key Casa Montezuma,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,40
1832,15,M,Guatemala,6/6/2018,6/9/2018,6/9/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,12/31/2018,Zero Tolerance Policy,208
1833,17,M,Guatemala,6/6/2018,6/9/2018,6/9/2018,Harlingen (SNA),Southwest Key Casa Padre,Discharged Under other approp circumstances,DISCHARGED,11/6/2018,Zero Tolerance Policy,153
1834,17,F,Guatemala,6/6/2018,6/9/2018,6/11/2018,Harlingen (SNA),Youth For Tomorrow,Reunited with Sep Parent,DISCHARGED,7/27/2018,Zero Tolerance Policy,51
1835,17,M,Guatemala,6/6/2018,6/9/2018,6/9/2018,Harlingen (SNA),BCFS Harlingen,Discharged Under other approp circumstances,DISCHARGED,9/5/2018,Zero Tolerance Policy,91
1836,9,M,Guatemala,6/8/2018,6/10/2018,6/12/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/7/2018,Zero Tolerance Policy,60
1837,7,F,El Salvador,6/8/2018,6/10/2018,6/12/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,8/5/2018,Zero Tolerance Policy,58
1838,7,F,Guatemala,6/8/2018,6/11/2018,6/12/2018,Harlingen (SNA),Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,40
1839,7,M,Honduras,6/10/2018,6/11/2018,6/12/2018,Harlingen (SNA),His House,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,36
1840,9,M,Honduras,6/10/2018,6/11/2018,6/13/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,10/25/2018,Zero Tolerance Policy,137
1841,6,F,Honduras,6/9/2018,6/11/2018,6/13/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,43
1842,6,F,Honduras,6/10/2018,6/12/2018,6/12/2018,Harlingen (SNA),BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,41
1843,9,M,Honduras,6/10/2018,6/11/2018,6/12/2018,Harlingen (SNA),His House,Discharged Under other approp circumstances,DISCHARGED,9/25/2018,Zero Tolerance Policy,107
1844,8,M,Guatemala,6/12/2018,6/13/2018,6/14/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,35
1845,5,M,Guatemala,6/12/2018,6/13/2018,6/16/2018,Harlingen (SNA),St. PJs Childrens Home,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,35
1846,12,F,Guatemala,6/10/2018,6/12/2018,6/13/2018,Harlingen (SNA),Southwest Key Combes,Reunited with Sep Parent,DISCHARGED,7/15/2018,Zero Tolerance Policy,35
1847,7,F,Honduras,6/10/2018,6/12/2018,6/13/2018,Harlingen (SNA),LSS of New York TFC,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,42
1848,13,M,Honduras,6/10/2018,6/13/2018,6/15/2018,Harlingen (SNA),Homestead,Discharged Under other approp circumstances,DISCHARGED,9/16/2018,Zero Tolerance Policy,98
1849,7,M,Honduras,6/10/2018,6/11/2018,6/13/2018,Harlingen (SNA),Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/6/2018,Zero Tolerance Policy,26
1850,9,M,Honduras,6/10/2018,6/11/2018,6/13/2018,Harlingen (SNA),Southwest Key Casa Phoenix,Reunited with Sep Parent,DISCHARGED,7/6/2018,Zero Tolerance Policy,26
1851,11,M,Honduras,6/10/2018,6/11/2018,6/13/2018,Harlingen (SNA),Upbring,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,40
1852,7,M,Guatemala,6/11/2018,6/12/2018,6/13/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,36
1853,6,M,Guatemala,6/12/2018,6/13/2018,6/16/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,35
1854,15,F,Guatemala,6/12/2018,6/13/2018,6/15/2018,Harlingen (SNA),Homestead,Discharged Under other approp circumstances,DISCHARGED,9/8/2018,Zero Tolerance Policy,88
1855,10,M,Honduras,6/12/2018,6/14/2018,6/15/2018,Harlingen (SNA),BCFS Baytown,Reunited with Sep Parent,DISCHARGED,7/20/2018,Zero Tolerance Policy,38
1856,16,F,Honduras,6/12/2018,6/15/2018,6/15/2018,Harlingen (SNA),Southwest Key Rio Grande,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,35
1857,13,M,Honduras,6/12/2018,6/15/2018,6/15/2018,Harlingen (SNA),Southwest Key Rio Grande,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,35
1858,12,M,Guatemala,6/5/2018,6/8/2018,6/9/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,48
1859,7,F,Honduras,6/6/2018,6/10/2018,6/11/2018,Harlingen (SNA),LSS Carolinas TFC,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,49
1860,11,M,Honduras,6/6/2018,6/9/2018,6/10/2018,Harlingen (SNA),Southwest Key Casa Padre,Reunited with Sep Parent,DISCHARGED,7/14/2018,Zero Tolerance Policy,38
1861,10,M,Guatemala,6/6/2018,6/9/2018,6/9/2018,Harlingen (SNA),BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,49
1862,9,M,Guatemala,6/8/2018,6/10/2018,6/11/2018,Harlingen (SNA),Nuevo Amanecer LCS,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,40
1863,13,M,Guatemala,6/8/2018,6/10/2018,6/11/2018,Harlingen (SNA),Bokenkamp,Discharged Under other approp circumstances,DISCHARGED,9/7/2018,Zero Tolerance Policy,91
1864,17,M,Guatemala,6/8/2018,6/10/2018,6/11/2018,Harlingen (SNA),Southwest Key Conroe,Reunited with Sep Parent,DISCHARGED,8/10/2018,Zero Tolerance Policy,63
1865,11,F,Guatemala,6/8/2018,6/10/2018,6/12/2018,Harlingen (SNA),His House,Reunited with Sep Parent,DISCHARGED,7/26/2018,Zero Tolerance Policy,48
1866,10,F,Honduras,6/12/2018,6/14/2018,6/16/2018,Harlingen (SNA),Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,7/14/2018,Zero Tolerance Policy,32
1867,9,M,Guatemala,6/11/2018,6/12/2018,6/13/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,8/6/2018,Zero Tolerance Policy,56
1868,11,M,Guatemala,6/11/2018,6/13/2018,6/15/2018,Harlingen (SNA),Childrens Home of Kingston,Reunited with Sep Parent,DISCHARGED,7/21/2018,Zero Tolerance Policy,40
1869,7,M,El Salvador,6/12/2018,6/13/2018,6/14/2018,Harlingen (SNA),Bokenkamp TFC,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,35
1870,9,F,El Salvador,6/12/2018,6/15/2018,6/17/2018,Harlingen (SNA),Bethany Christian Services TFC,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,35
1871,14,M,Guatemala,6/12/2018,6/15/2018,6/15/2018,Harlingen (SNA),BCFS Harlingen,Still in Care,ADMITTED,,Zero Tolerance Policy,no discharge
1872,13,M,Guatemala,6/12/2018,6/15/2018,6/15/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,35
1873,9,F,Guatemala,6/12/2018,6/15/2018,6/17/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,34
1874,6,M,Guatemala,6/12/2018,6/19/2018,6/19/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,40
1875,12,M,Guatemala,6/12/2018,6/14/2018,6/16/2018,Harlingen (SNA),Abbott House Shelter,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,43
1876,15,M,Honduras,6/12/2018,6/15/2018,6/15/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,41
1877,13,M,El Salvador,6/12/2018,6/15/2018,6/15/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,35
1878,9,M,Guatemala,6/12/2018,6/13/2018,6/14/2018,Harlingen (SNA),BCFS Baytown,Discharged Under other approp circumstances,DISCHARGED,9/24/2018,Zero Tolerance Policy,104
1879,16,F,Honduras,6/12/2018,6/16/2018,6/17/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,40
1880,5,M,Honduras,6/12/2018,6/16/2018,6/17/2018,Harlingen (SNA),Cayuga Centers,Reunited with Sep Parent,DISCHARGED,7/22/2018,Zero Tolerance Policy,40
1881,17,M,Guatemala,6/12/2018,6/15/2018,6/15/2018,Harlingen (SNA),BCFS Harlingen,Discharged Under other approp circumstances,DISCHARGED,1/26/2019,Zero Tolerance Policy,228
1882,16,M,Guatemala,6/12/2018,6/15/2018,6/15/2018,Harlingen (SNA),BCFS Harlingen,Discharged Under other approp circumstances,DISCHARGED,12/12/2018,Zero Tolerance Policy,183
1883,13,M,Honduras,6/13/2018,6/15/2018,6/16/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,34
1884,15,F,Guatemala,6/13/2018,6/16/2018,6/18/2018,Harlingen (SNA),Homestead,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,33
1885,A,B,C,D,E,F,G,H,I,J,K,L,no discharge
1886,7,M,Honduras,6/13/2018,6/15/2018,6/15/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/19/2018,Zero Tolerance Policy,36
1887,8,M,Honduras,6/13/2018,6/15/2018,6/16/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,34
1888,11,M,El Salvador,6/13/2018,6/15/2018,6/16/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,34
1889,16,M,Guatemala,6/13/2018,6/15/2018,6/15/2018,Harlingen (SNA),BCFS Harlingen,Discharged Under other approp circumstances,DISCHARGED,12/19/2018,Zero Tolerance Policy,189
1890,8,M,Guatemala,6/15/2018,6/17/2018,6/19/2018,Harlingen (SNA),His House,Reunited with Sep Parent,DISCHARGED,7/25/2018,Zero Tolerance Policy,40
1891,8,F,Guatemala,6/15/2018,6/19/2018,6/20/2018,Harlingen (SNA),KidsPeace,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,32
1892,7,M,Honduras,6/15/2018,6/16/2018,6/19/2018,Harlingen (SNA),Heartland Guadalupe,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,32
1893,8,M,Guatemala,6/18/2018,6/19/2018,6/20/2018,Harlingen (SNA),The Villages,Reunited with Sep Parent,DISCHARGED,7/18/2018,Zero Tolerance Policy,30
1894,8,F,El Salvador,6/14/2018,6/18/2018,6/19/2018,Harlingen (SNA),Southwest Key Campbell,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,32
1895,7,F,El Salvador,6/14/2018,6/18/2018,6/19/2018,Harlingen (SNA),Cayuga Centers,Discharged Under other approp circumstances,DISCHARGED,9/28/2018,Zero Tolerance Policy,106
1896,6,F,Guatemala,6/14/2018,6/18/2018,6/19/2018,Harlingen (SNA),Southwest Key Campbell,Still in Care,ADMITTED,,Zero Tolerance Policy,no discharge
1897,10,M,Honduras,6/14/2018,6/16/2018,6/17/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,33
1898,8,M,Guatemala,6/14/2018,6/16/2018,6/17/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy,29
1899,11,F,Honduras,6/14/2018,6/19/2018,6/19/2018,Harlingen (SNA),Southwest Key Antigua,Reunited with Sep Parent,DISCHARGED,7/14/2018,Zero Tolerance Policy,30
1900,14,M,Guatemala,6/14/2018,6/16/2018,6/18/2018,Harlingen (SNA),Homestead,Discharged Under other approp circumstances,DISCHARGED,8/29/2018,Zero Tolerance Policy,76
1901,10,M,Guatemala,6/14/2018,6/16/2018,6/17/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/17/2018,Zero Tolerance Policy,33
1902,17,M,Guatemala,6/14/2018,6/16/2018,6/18/2018,Harlingen (SNA),Homestead,Discharged Under other approp circumstances,DISCHARGED,7/5/2018,Zero Tolerance Policy,21
1903,15,M,Honduras,6/14/2018,6/16/2018,6/18/2018,Harlingen (SNA),Homestead,Reunited with Sep Parent,DISCHARGED,7/16/2018,Zero Tolerance Policy,32
1904,10,F,Guatemala,6/14/2018,6/19/2018,6/19/2018,Harlingen (SNA),BCFS Raymondville,Reunited with Sep Parent,DISCHARGED,7/23/2018,Zero Tolerance Policy,39
1905,7,M,El Salvador,6/14/2018,6/16/2018,6/17/2018,Harlingen (SNA),BCFS Harlingen,Reunited with Sep Parent,DISCHARGED,7/13/2018,Zero Tolerance Policy,29
1906,16,M,Honduras,6/14/2018,6/16/2018,6/18/2018,Harlingen (SNA),Homestead,Reunited with Sep Parent,DISCHARGED,8/22/2018,Zero Tolerance Policy,69
